crop,landuse,osm_id,area_ha,width_core_pass,site_id,transmission_110kv_plus_m,transmission_110kv_plus_rank,subtransmission_33_66kv_m,subtransmission_33_66kv_rank,distribution_22kv_m,distribution_22kv_rank,road_m,road_rank,transmission_110kv_plus_road_rank_shift,subtransmission_33_66kv_road_rank_shift,distribution_22kv_road_rank_shift,subtransmission_33_66kv_transmission_110kv_plus_rank_shift,S06_verify_grid
,meadow,1469233880,26.9,True,OSM-1469233880,9095.5,1679,1708.6,1187,4.3,974,9.9,1099,580,88,125,492,False
,meadow,1469233885,60.2,True,OSM-1469233885,8466.8,1629,1968.7,1279,16.8,1274,10.0,1124,505,155,150,350,False
,meadow,1469233898,31.8,True,OSM-1469233898,8008.1,1581,2062.7,1313,24.3,1571,16.4,1793,212,480,222,268,False
,meadow,1469233901,29.4,True,OSM-1469233901,8199.7,1596,3191.6,1637,623.8,2160,601.6,2205,609,568,45,41,False
,meadow,1469233902,32.3,True,OSM-1469233902,7866.2,1566,2887.3,1550,255.9,1897,225.1,1991,425,441,94,16,False
,meadow,1469233904,32.6,True,OSM-1469233904,6441.7,1433,3382.5,1692,0.0,1,6.8,367,1066,1325,366,259,False
,meadow,1469233912,40.1,True,OSM-1469233912,6370.7,1426,2406.6,1415,18.9,1408,9.0,835,591,580,573,11,False
,meadow,1469233913,54.1,True,OSM-1469233913,5712.3,1326,1582.4,1134,14.9,1211,6.0,268,1058,866,943,192,False
,meadow,1469233920,68.3,True,OSM-1469233920,5780.2,1336,1205.0,980,0.0,1,6.8,367,969,613,366,356,False
,meadow,1469233924,38.5,True,OSM-1469233924,4868.0,1180,676.2,739,196.2,1843,205.1,1978,798,1239,135,441,False
,meadow,1469310871,28.0,True,OSM-1469310871,2183.2,654,705.5,751,1.4,646,8.2,634,20,117,12,97,False
,meadow,1469310892,28.3,True,OSM-1469310892,2512.8,740,318.9,555,89.0,1703,153.1,1944,1204,1389,241,185,False
,meadow,1469598565,20.2,True,OSM-1469598565,19611.5,2223,4973.8,1982,5.2,1029,13.3,1674,549,308,645,241,False
,meadow,1469598606,27.7,True,OSM-1469598606,17970.5,2205,2843.6,1540,4.3,974,12.1,1565,640,25,591,665,False
,meadow,1469598607,25.4,True,OSM-1469598607,18517.0,2209,2927.1,1565,15.4,1223,7.0,395,1814,1170,828,644,False
,meadow,1469598649,20.8,True,OSM-1469598649,16925.3,2179,2070.8,1317,463.0,2064,694.0,2261,82,944,197,862,False
,meadow,1469599341,31.5,True,OSM-1469599341,17783.9,2201,2262.6,1372,541.0,2115,532.5,2165,36,793,50,829,False
,meadow,1469599342,20.9,True,OSM-1469599342,17333.4,2185,2430.9,1421,380.0,1998,633.5,2222,37,801,224,764,False
,meadow,1471485133,226.7,True,OSM-1471485133,4274.8,1083,4933.8,1974,4.7,998,6.6,339,744,1635,659,891,False
,meadow,1471485134,44.5,True,OSM-1471485134,5902.9,1362,5416.4,2042,319.4,1952,12.2,1580,218,462,372,680,True
,meadow,1471485138,59.3,True,OSM-1471485138,5651.3,1318,5761.2,2084,86.6,1697,15.9,1789,471,295,92,766,True
,meadow,1471485143,151.8,True,OSM-1471485143,4225.4,1075,4176.8,1857,24.0,1567,7.1,411,664,1446,1156,782,False
,meadow,1471485165,162.0,True,OSM-1471485165,3914.8,1029,2896.4,1555,1.9,727,10.6,1303,274,252,576,526,False
,meadow,1471485167,20.3,True,OSM-1471485167,5033.5,1206,4013.1,1836,0.0,1,10.0,1124,82,712,1123,630,False
,meadow,1471485168,107.3,True,OSM-1471485168,3823.9,1015,2887.7,1551,0.0,1,10.0,1124,109,427,1123,536,False
,meadow,1471485182,51.3,True,OSM-1471485182,2983.8,848,3992.4,1827,103.3,1733,7.2,434,414,1393,1299,979,False
,meadow,1472735058,60.4,True,OSM-1472735058,3004.2,850,3725.0,1771,0.0,1,11.2,1428,578,343,1427,921,False
,meadow,1472735059,25.9,True,OSM-1472735059,2711.8,778,3191.7,1638,4.9,1016,10.2,1180,402,458,164,860,False
,meadow,1472735060,44.7,True,OSM-1472735060,3210.2,898,3406.4,1697,0.0,1,11.1,1407,509,290,1406,799,False
,meadow,1472735090,27.6,True,OSM-1472735090,2239.4,659,1602.7,1144,462.8,2063,513.5,2151,1492,1007,88,485,False
,meadow,1472735093,59.8,True,OSM-1472735093,2364.0,690,1375.5,1046,164.7,1816,809.5,2288,1598,1242,472,356,False
,meadow,1472735094,24.0,True,OSM-1472735094,3008.1,851,1993.4,1287,50.3,1641,418.0,2108,1257,821,467,436,False
,meadow,1472735117,38.5,True,OSM-1472735117,1943.3,608,998.2,892,0.8,581,10.5,1273,665,381,692,284,False
,meadow,1472735121,38.0,True,OSM-1472735121,2033.6,623,1866.2,1236,394.2,2008,11.4,1469,846,233,539,613,False
,meadow,1472957182,110.5,True,OSM-1472957182,13820.1,2056,4008.6,1834,253.2,1895,458.8,2126,70,292,231,222,False
,meadow,1472957183,94.6,True,OSM-1472957183,14068.1,2071,4548.6,1913,984.9,2278,1192.0,2326,255,413,48,158,False
,meadow,1472957185,94.6,True,OSM-1472957185,13756.1,2053,5749.0,2080,1540.9,2320,1878.4,2351,298,271,31,27,True
,meadow,1472967806,169.3,True,OSM-1472967806,13105.5,2015,6062.6,2120,1866.8,2332,2140.1,2353,338,233,21,105,True
,meadow,1475621014,141.6,True,OSM-1475621014,9725.3,1741,672.7,738,1610.0,2322,1366.3,2341,600,1603,19,1003,False
,meadow,1475621015,26.5,True,OSM-1475621015,9729.7,1742,597.4,684,1508.2,2319,1366.2,2340,598,1656,21,1058,False
,meadow,1476583873,22.3,True,OSM-1476583873,14839.0,2110,258.7,534,361.4,1982,261.4,2012,98,1478,30,1576,False
,meadow,1476583874,34.3,True,OSM-1476583874,15239.6,2134,297.8,550,634.6,2168,298.5,2040,94,1490,128,1584,False
,meadow,1476583878,20.9,True,OSM-1476583878,15842.7,2158,0.0,1,1846.2,2331,7.2,434,1724,433,1897,2157,False
,meadow,1477825543,36.6,True,OSM-1477825543,3592.3,976,3.4,202,225.6,1875,10.5,1273,297,1071,602,774,False
,meadow,1477825545,33.0,True,OSM-1477825545,2917.6,835,505.0,636,26.5,1583,17.9,1805,970,1169,222,199,False
,meadow,1477825552,26.5,True,OSM-1477825552,2885.0,824,3.1,190,696.7,2197,12.2,1580,756,1390,617,634,False
,meadow,1477825553,214.8,True,OSM-1477825553,1331.8,468,2.8,180,667.6,2183,11.8,1537,1069,1357,646,288,False
,meadow,1477825554,47.1,True,OSM-1477825554,2158.9,646,604.4,690,33.7,1598,25.5,1853,1207,1163,255,44,False
,meadow,1477825555,38.0,True,OSM-1477825555,1570.0,523,828.5,817,4.8,1008,14.2,1736,1213,919,728,294,False
,meadow,1477825556,36.6,True,OSM-1477825556,1288.8,454,1081.1,924,4.9,1016,14.1,1728,1274,804,712,470,False
,meadow,1477825574,87.9,True,OSM-1477825574,2634.9,766,1004.3,894,1.9,727,8.8,769,3,125,42,128,False
,meadow,1477825575,82.5,True,OSM-1477825575,1823.2,577,1298.9,1017,1.6,682,10.2,1180,603,163,498,440,False
,meadow,1477825584,102.8,True,OSM-1477825584,3258.6,908,291.8,547,3.6,924,8.3,663,245,116,261,361,False
,meadow,1477825586,30.5,True,OSM-1477825586,2534.4,744,2220.9,1354,351.8,1978,310.2,2046,1302,692,68,610,False
,meadow,1477825592,53.8,True,OSM-1477825592,588.8,294,3473.7,1714,1063.1,2295,1982.2,2352,2058,638,57,1420,False
,meadow,1477825593,61.3,True,OSM-1477825593,0.0,1,3905.6,1808,554.0,2125,1827.6,2350,2349,542,225,1807,False
,meadow,1477825594,72.8,True,OSM-1477825594,88.1,178,2939.9,1570,71.8,1678,1259.8,2332,2154,762,654,1392,False
,meadow,1477825600,121.8,True,OSM-1477825600,568.9,287,4109.1,1846,116.3,1757,983.2,2314,2027,468,557,1559,False
,meadow,1477825604,63.3,True,OSM-1477825604,45.5,167,4457.6,1902,180.7,1831,956.6,2311,2144,409,480,1735,False
,meadow,1477829131,52.0,True,OSM-1477829131,119.7,185,5199.5,2008,120.1,1762,133.6,1929,1744,79,167,1823,True
,meadow,1477829133,140.2,True,OSM-1477829133,0.0,1,5102.5,1991,1.8,709,27.9,1861,1860,130,1152,1990,True
,meadow,1478574283,55.2,True,OSM-1478574283,912.6,365,1873.3,1239,10.8,1148,16.7,1796,1431,557,648,874,False
,meadow,1478574290,20.2,True,OSM-1478574290,635.4,304,1787.9,1205,22.9,1553,11.9,1542,1238,337,11,901,False
,meadow,1478574308,26.1,True,OSM-1478574308,1342.0,470,1572.6,1127,4.2,969,11.3,1447,977,320,478,657,False
,meadow,1478574328,20.2,True,OSM-1478574328,0.0,1,2040.4,1306,288.1,1930,14.1,1728,1727,422,202,1305,False
,meadow,1478574329,32.0,True,OSM-1478574329,179.5,198,2412.6,1416,114.2,1752,7.6,494,296,922,1258,1218,False
,meadow,1478574330,25.6,True,OSM-1478574330,186.5,202,1861.8,1234,6.3,1060,3.1,89,113,1145,971,1032,False
,meadow,1478574332,25.9,True,OSM-1478574332,658.1,310,2058.8,1312,2.3,789,5.7,238,72,1074,551,1002,False
,meadow,1478574333,33.2,True,OSM-1478574333,644.2,306,2567.8,1469,28.8,1591,471.5,2134,1828,665,543,1163,False
,meadow,1478574334,74.4,True,OSM-1478574334,1034.0,396,3415.4,1699,2.0,740,864.7,2298,1902,599,1558,1303,False
,meadow,1478574335,82.8,True,OSM-1478574335,552.7,283,3707.7,1769,2.0,740,568.7,2188,1905,419,1448,1486,False
,meadow,1478574336,52.9,True,OSM-1478574336,137.4,187,3680.6,1761,0.0,1,127.7,1925,1738,164,1924,1574,False
,meadow,1478574337,31.6,True,OSM-1478574337,726.7,328,3523.2,1728,0.0,1,584.1,2199,1871,471,2198,1400,False
,meadow,1478574358,79.7,True,OSM-1478574358,1094.6,408,2345.6,1392,0.8,581,7.1,411,3,981,170,984,False
,meadow,1478574369,33.1,True,OSM-1478574369,1852.4,584,3204.2,1643,16.1,1244,8.4,680,96,963,564,1059,False
,meadow,1478574370,50.5,True,OSM-1478574370,1758.4,565,3374.9,1687,0.0,1,8.1,608,43,1079,607,1122,False
,meadow,1478666605,105.7,True,OSM-1478666605,646.3,307,799.4,797,6.9,1079,15.5,1776,1469,979,697,490,False
,meadow,1478666610,226.7,True,OSM-1478666610,0.0,1,1331.0,1037,4.1,965,13.0,1657,1656,620,692,1036,False
,meadow,1478666613,66.7,True,OSM-1478666613,685.5,316,996.3,891,143.0,1793,406.1,2096,1780,1205,303,575,False
,meadow,1478666614,517.9,True,OSM-1478666614,561.9,285,2080.6,1320,17.3,1309,7.8,538,253,782,771,1035,False
,meadow,1478666615,33.8,True,OSM-1478666615,895.3,360,3672.1,1759,30.0,1594,21.8,1840,1480,81,246,1399,False
,meadow,1478666616,56.0,True,OSM-1478666616,226.8,212,4348.0,1887,1.6,682,9.0,835,623,1052,153,1675,False
,meadow,1478666617,29.2,True,OSM-1478666617,922.9,368,4356.8,1888,0.2,509,8.9,802,434,1086,293,1520,False
,meadow,1478666619,22.5,True,OSM-1478666619,943.8,373,4733.3,1951,272.0,1912,280.7,2027,1654,76,115,1578,False
,meadow,1478666620,64.3,True,OSM-1478666620,1370.4,476,4451.8,1901,0.2,509,8.9,802,326,1099,293,1425,False
,meadow,1478666622,25.0,True,OSM-1478666622,2995.5,849,5333.1,2032,2.0,740,9.2,886,37,1146,146,1183,True
,meadow,1478666624,22.3,True,OSM-1478666624,1553.1,517,5385.0,2036,97.4,1721,88.6,1901,1384,135,180,1519,True
,meadow,1478666625,21.5,True,OSM-1478666625,2102.2,637,5648.5,2071,59.3,1655,20.1,1828,1191,243,173,1434,True
,meadow,1478666626,21.0,True,OSM-1478666626,2592.2,759,5882.4,2099,377.0,1995,19.3,1822,1063,277,173,1340,True
,meadow,1478666627,20.7,True,OSM-1478666627,2536.4,745,6167.0,2127,760.0,2222,17.1,1800,1055,327,422,1382,True
,meadow,1478666628,22.4,True,OSM-1478666628,1944.2,609,6167.0,2127,808.5,2241,17.1,1800,1191,327,441,1518,True
,meadow,1478666629,42.5,True,OSM-1478666629,568.1,286,6193.3,2134,706.8,2202,8.0,584,298,1550,1618,1848,True
,meadow,1478666631,541.6,True,OSM-1478666631,0.0,1,3076.0,1601,0.0,1,6.0,268,267,1333,267,1600,False
,meadow,1478666632,143.5,True,OSM-1478666632,673.9,313,1161.7,962,0.0,1,6.3,305,8,657,304,649,False
,meadow,1478669141,22.4,True,OSM-1478669141,11399.2,1902,9075.4,2291,382.5,2000,1320.9,2337,435,46,337,389,True
,meadow,1478715347,38.6,True,OSM-1478715347,6771.7,1460,3473.0,1713,20.1,1470,10.3,1215,245,498,255,253,False
,meadow,1478837492,27.8,True,OSM-1478837492,7262.9,1506,1219.6,987,0.0,1,7.9,553,953,434,552,519,False
,meadow,1478837513,21.7,True,OSM-1478837513,9379.8,1710,4362.7,1890,15.4,1223,7.8,538,1172,1352,685,180,False
,farmland,1478837514,22.3,True,OSM-1478837514,10691.0,1835,5686.8,2075,0.0,1,5.7,238,1597,1837,237,240,True
,meadow,1478837519,25.4,True,OSM-1478837519,11941.9,1942,6176.2,2132,64.7,1668,73.5,1893,49,239,225,190,True
,meadow,1478895067,30.0,True,OSM-1478895067,11921.2,1939,5324.6,2029,18.8,1404,392.1,2092,153,63,688,90,True
,meadow,1478895068,29.7,True,OSM-1478895068,11851.3,1931,4941.6,1978,1.7,698,6.5,327,1604,1651,371,47,False
,meadow,1478895070,28.2,True,OSM-1478895070,12255.1,1970,4536.7,1911,8.7,1109,14.3,1741,229,170,632,59,False
,meadow,1478895075,46.0,True,OSM-1478895075,10957.0,1861,4151.1,1852,1.9,727,8.5,693,1168,1159,34,9,False
,meadow,1478895076,50.9,True,OSM-1478895076,11031.5,1871,4566.9,1918,0.0,1,8.5,693,1178,1225,692,47,False
,meadow,1478904420,77.0,True,OSM-1478904420,0.0,1,285.8,544,156.6,1810,15.5,1776,1775,1232,34,543,False
,meadow,1478904427,42.1,True,OSM-1478904427,0.0,1,1229.5,991,122.2,1766,12.3,1592,1591,601,174,990,False
,meadow,1478904451,27.4,True,OSM-1478904451,836.7,353,869.0,838,638.4,2170,376.8,2081,1728,1243,89,485,False
,meadow,1478904452,33.9,True,OSM-1478904452,1070.2,402,589.7,679,579.5,2137,19.6,1825,1423,1146,312,277,False
,meadow,1478904453,30.9,True,OSM-1478904453,1507.3,509,1205.8,981,21.3,1506,19.6,1825,1316,844,319,472,False
,meadow,1478904454,26.3,True,OSM-1478904454,1254.0,443,1344.6,1041,199.1,1848,17.8,1804,1361,763,44,598,False
,meadow,1478904455,53.6,True,OSM-1478904455,602.8,297,44.6,475,6.6,1070,14.4,1745,1448,1270,675,178,False
,meadow,1478904463,35.3,True,OSM-1478904463,1723.3,555,199.7,522,6.2,1058,14.1,1728,1173,1206,670,33,False
,meadow,1478994810,20.9,True,OSM-1478994810,10910.3,1853,19.9,421,19.4,1429,12.8,1647,206,1226,218,1432,False
,meadow,1478994812,20.1,True,OSM-1478994812,10689.5,1832,470.0,619,280.0,1921,287.7,2035,203,1416,114,1213,False
,meadow,1478994814,105.6,True,OSM-1478994814,10044.6,1769,18.3,382,7.0,1082,11.6,1505,264,1123,423,1387,False
,meadow,1478994815,30.4,True,OSM-1478994815,10935.2,1856,962.1,877,4.3,974,11.4,1469,387,592,495,979,False
,meadow,1478994818,35.7,True,OSM-1478994818,11469.4,1907,1498.6,1090,19.0,1411,11.4,1469,438,379,58,817,False
,meadow,1478994819,141.9,True,OSM-1478994819,11306.5,1894,2004.5,1293,19.9,1460,9.8,1071,823,222,389,601,False
,meadow,1478994820,60.2,True,OSM-1478994820,11170.9,1879,3190.6,1636,18.4,1380,11.1,1407,472,229,27,243,False
,meadow,1478994821,35.2,True,OSM-1478994821,10237.2,1785,0.0,1,0.0,1,6.0,268,1517,267,267,1784,False
,meadow,1478994825,33.6,True,OSM-1478994825,10539.6,1816,266.3,536,50.5,1642,58.4,1889,73,1353,247,1280,False
,meadow,1478994828,24.8,True,OSM-1478994828,10391.3,1803,841.3,825,563.7,2130,571.5,2192,389,1367,62,978,False
,meadow,1478994829,25.2,True,OSM-1478994829,9963.0,1761,1061.8,915,271.5,1911,279.4,2026,265,1111,115,846,False
,meadow,1478994830,26.5,True,OSM-1478994830,9955.9,1760,457.2,614,2.1,754,10.2,1180,580,566,426,1146,False
,meadow,1478994832,43.6,True,OSM-1478994832,9634.3,1736,4.3,229,18.7,1398,11.0,1387,349,1158,11,1507,False
,meadow,1478994834,25.9,True,OSM-1478994834,9118.4,1686,10.9,289,19.3,1423,11.9,1542,144,1253,119,1397,False
,meadow,1478994836,90.6,True,OSM-1478994836,8456.2,1626,10.2,284,18.1,1356,10.9,1370,256,1086,14,1342,False
,meadow,1478994847,118.2,True,OSM-1478994847,7456.9,1526,8.8,283,10.6,1145,10.8,1345,181,1062,200,1243,False
,meadow,1478994857,138.1,True,OSM-1478994857,5770.0,1334,644.6,720,152.8,1803,166.8,1951,617,1231,148,614,False
,meadow,1479035326,116.5,True,OSM-1479035326,0.0,1,17.3,355,1.6,682,9.9,1099,1098,744,417,354,False
,meadow,1479035329,64.1,True,OSM-1479035329,0.0,1,4.3,229,21.7,1520,11.3,1447,1446,1218,73,228,False
,meadow,1479035333,48.0,True,OSM-1479035333,0.0,1,749.6,777,125.0,1769,131.9,1928,1927,1151,159,776,False
,meadow,1479035334,70.7,True,OSM-1479035334,0.0,1,377.6,576,262.6,1902,13.5,1695,1694,1119,207,575,False
,meadow,1479035339,33.3,True,OSM-1479035339,1026.6,391,1448.7,1070,17.1,1290,11.0,1387,996,317,97,679,False
,meadow,1479035340,24.5,True,OSM-1479035340,1659.2,544,1886.9,1244,80.6,1690,74.8,1895,1351,651,205,700,False
,meadow,1479035341,20.0,True,OSM-1479035341,2100.0,636,1896.3,1253,143.8,1795,137.3,1934,1298,681,139,617,False
,meadow,1479035347,62.4,True,OSM-1479035347,2073.1,633,1217.6,986,0.0,1,8.8,769,136,217,768,353,False
,meadow,1479035348,41.9,True,OSM-1479035348,3201.2,894,1943.9,1276,6.5,1068,13.2,1669,775,393,601,382,False
,meadow,1479035349,35.7,True,OSM-1479035349,3542.9,968,2242.6,1361,106.9,1740,18.1,1807,839,446,67,393,False
,meadow,1479035354,47.0,True,OSM-1479035354,4242.8,1078,2898.3,1558,11.4,1157,18.3,1809,731,251,652,480,False
,meadow,1479035355,38.3,True,OSM-1479035355,4101.6,1060,2621.9,1489,19.0,1411,12.2,1580,520,91,169,429,False
,meadow,1479035356,29.1,True,OSM-1479035356,4553.9,1126,3001.7,1585,4.5,987,12.2,1580,454,5,593,459,False
,meadow,1479035358,143.9,True,OSM-1479035358,4151.3,1066,3471.6,1712,23.0,1555,13.4,1687,621,25,132,646,False
,meadow,1479035359,106.1,True,OSM-1479035359,3809.1,1013,3228.9,1649,48.9,1640,45.5,1879,866,230,239,636,False
,meadow,1479035376,60.8,True,OSM-1479035376,2268.5,670,4.3,229,0.0,1,11.6,1505,835,1276,1504,441,False
,meadow,1479036578,49.5,True,OSM-1479036578,2000.6,618,19.3,412,19.7,1451,11.5,1488,870,1076,37,206,False
,meadow,1479036579,50.7,True,OSM-1479036579,2003.3,620,420.4,600,421.6,2040,412.3,2102,1482,1502,62,20,False
,meadow,1479036580,28.8,True,OSM-1479036580,1267.1,449,4.7,240,156.3,1809,13.3,1674,1225,1434,135,209,False
,meadow,1479036599,66.3,True,OSM-1479036599,1354.1,472,6.8,272,530.6,2110,15.0,1762,1290,1490,348,200,False
,meadow,1479036600,45.2,True,OSM-1479036600,1974.6,614,1577.9,1131,151.9,1801,804.3,2287,1673,1156,486,517,False
,meadow,1479068609,30.8,True,OSM-1479068609,5564.4,1303,1707.6,1185,102.5,1731,10.4,1241,62,56,490,118,False
,meadow,1479068619,42.3,True,OSM-1479068619,5445.7,1280,1609.6,1146,104.1,1735,12.2,1580,300,434,155,134,False
,meadow,1479068621,27.0,True,OSM-1479068621,7197.0,1497,17.9,367,23.3,1560,11.0,1387,110,1020,173,1130,False
,meadow,1479068622,20.4,True,OSM-1479068622,6829.0,1468,499.3,634,7.7,1093,15.0,1762,294,1128,669,834,False
,meadow,1479068623,21.3,True,OSM-1479068623,6520.5,1444,693.3,746,0.0,1,10.9,1370,74,624,1369,698,False
,meadow,1479068630,24.3,True,OSM-1479068630,7277.2,1507,16.0,321,16.4,1256,8.9,802,705,481,454,1186,False
,meadow,1479068636,42.6,True,OSM-1479068636,8228.7,1603,7.0,275,8.3,1104,14.2,1736,133,1461,632,1328,False
,meadow,1479068637,23.7,True,OSM-1479068637,8751.5,1653,566.3,665,580.9,2140,573.8,2193,540,1528,53,988,False
,meadow,1479068639,24.4,True,OSM-1479068639,9569.1,1729,1102.1,933,0.0,1,486.6,2137,408,1204,2136,796,False
,meadow,1479068640,32.7,True,OSM-1479068640,12101.1,1954,3262.6,1657,1159.2,2305,12.0,1553,401,104,752,297,False
,meadow,1479068648,25.2,True,OSM-1479068648,11257.6,1890,1613.7,1149,19.8,1456,8.2,634,1256,515,822,741,False
,meadow,1479068649,28.5,True,OSM-1479068649,11181.9,1880,1232.9,994,100.0,1725,6.1,279,1601,715,1446,886,False
,meadow,1479068650,58.4,True,OSM-1479068650,11558.6,1913,1719.5,1189,42.6,1622,15.5,1776,137,587,154,724,False
,meadow,1481251133,113.4,True,OSM-1481251133,12641.1,1989,0.6,97,0.5,545,7.4,459,1530,362,86,1892,False
,meadow,1481254761,36.5,True,OSM-1481254761,13904.9,2063,5.0,249,18.5,1385,5.7,238,1825,11,1147,1814,False
,meadow,1481254822,156.0,True,OSM-1481254822,14187.6,2076,0.0,1,0.0,1,8.2,634,1442,633,633,2075,False
,meadow,1481261496,137.1,True,OSM-1481261496,12719.5,1994,411.8,596,0.2,509,7.0,395,1599,201,114,1398,False
,meadow,1481287512,116.6,True,OSM-1481287512,12114.7,1956,2.8,180,2.4,809,4.3,145,1811,35,664,1776,False
,meadow,1481444012,52.2,True,OSM-1481444012,28039.1,2322,1535.1,1106,285.0,1926,25.1,1852,470,746,74,1216,False
,meadow,1481444013,39.9,True,OSM-1481444013,28382.7,2323,2541.9,1456,238.5,1884,6.1,279,2044,1177,1605,867,False
,meadow,1481444014,115.8,True,OSM-1481444014,27641.2,2320,3613.0,1743,510.3,2095,4.5,155,2165,1588,1940,577,False
,meadow,1481553192,20.6,True,OSM-1481553192,16113.4,2165,1548.5,1112,1464.7,2318,0.0,1,2164,1111,2317,1053,False
,meadow,1481553195,44.7,True,OSM-1481553195,16945.1,2180,1892.5,1246,884.5,2257,10.9,1370,810,124,887,934,False
,meadow,1481574605,28.9,True,OSM-1481574605,16821.0,2178,2151.7,1337,842.2,2249,3.4,99,2079,1238,2150,841,False
,meadow,1481574608,24.0,True,OSM-1481574608,16963.9,2181,2623.7,1490,502.9,2088,3.6,109,2072,1381,1979,691,False
,meadow,1481574610,49.3,True,OSM-1481574610,15809.3,2155,1832.7,1220,1397.9,2313,298.3,2039,116,819,274,935,False
,meadow,1481574611,36.3,True,OSM-1481574611,16478.0,2173,2760.2,1519,1020.2,2286,5.5,221,1952,1298,2065,654,False
,meadow,1481574636,149.2,True,OSM-1481574636,17563.3,2194,2339.0,1388,301.1,1935,330.4,2056,138,668,121,806,False
,meadow,1481574637,133.0,True,OSM-1481574637,14368.6,2083,793.9,794,0.0,1,1.6,53,2030,741,52,1289,False
,meadow,1481740891,20.6,True,OSM-1481740891,23085.0,2288,10653.0,2325,667.4,2182,674.8,2251,37,74,69,37,True
,meadow,1481740893,77.0,True,OSM-1481740893,22987.8,2286,6037.8,2114,62.8,1662,4.5,155,2131,1959,1507,172,True
,meadow,1481984409,77.4,True,OSM-1481984409,22795.9,2280,1418.5,1064,0.0,1,4.4,151,2129,913,150,1216,False
,meadow,1481984414,175.0,True,OSM-1481984414,22930.2,2282,2532.2,1454,114.8,1753,3.0,84,2198,1370,1669,828,False
,meadow,1481984415,59.3,True,OSM-1481984415,23215.6,2291,1893.5,1248,326.7,1960,2.6,72,2219,1176,1888,1043,False
,meadow,1481984417,127.5,True,OSM-1481984417,22892.7,2281,3422.6,1703,11.3,1155,2.5,66,2215,1637,1089,578,False
,meadow,1481984418,240.2,True,OSM-1481984418,22968.2,2284,4286.2,1877,12.9,1177,1.5,52,2232,1825,1125,407,False
,meadow,1481990954,31.0,True,OSM-1481990954,3617.1,981,620.6,703,117.6,1760,14.2,1736,755,1033,24,278,False
,meadow,1481990960,33.9,True,OSM-1481990960,5056.6,1209,2180.5,1344,16.7,1269,8.5,693,516,651,576,135,False
,meadow,1482243089,68.1,True,OSM-1482243089,18979.6,2213,385.0,584,432.4,2048,375.7,2079,134,1495,31,1629,False
,meadow,1482243091,29.1,True,OSM-1482243091,18883.1,2211,1514.8,1096,877.9,2256,887.9,2302,91,1206,46,1115,False
,meadow,1482243092,38.7,True,OSM-1482243092,19065.0,2216,1922.8,1268,1119.8,2301,880.7,2301,85,1033,0,948,False
,meadow,1482243093,56.7,True,OSM-1482243093,19276.8,2219,787.7,792,930.3,2272,566.9,2185,34,1393,87,1427,False
,meadow,1482243094,292.1,True,OSM-1482243094,18050.2,2208,356.8,570,29.9,1592,39.9,1877,331,1307,285,1638,False
,meadow,1482342810,64.7,True,OSM-1482342810,11608.2,1917,16.0,321,0.0,1,6.6,339,1578,18,338,1596,False
,meadow,1482342817,49.2,True,OSM-1482342817,11354.2,1896,831.4,820,720.2,2207,280.9,2028,132,1208,179,1076,False
,meadow,1482342833,63.7,True,OSM-1482342833,13431.6,2032,1546.8,1111,696.3,2196,133.6,1929,103,818,267,921,False
,meadow,1482342836,34.5,True,OSM-1482342836,14496.4,2091,1327.0,1034,945.3,2275,634.4,2225,134,1191,50,1057,False
,meadow,1482342837,61.4,True,OSM-1482342837,14706.5,2104,1185.0,972,647.8,2176,685.8,2256,152,1284,80,1132,False
,meadow,1482342838,21.8,True,OSM-1482342838,15307.1,2138,613.7,699,177.0,1826,167.7,1952,186,1253,126,1439,False
,meadow,1482342841,21.7,True,OSM-1482342841,16965.2,2182,723.6,764,954.6,2276,870.5,2299,117,1535,23,1418,False
,meadow,1482342847,70.9,True,OSM-1482342847,13655.5,2047,3858.4,1798,2524.6,2345,1405.4,2342,295,544,3,249,False
,meadow,1482527572,50.8,True,OSM-1482527572,27926.0,2321,4134.0,1850,0.0,1,3.0,84,2237,1766,83,471,False
,meadow,1482527574,39.8,True,OSM-1482527574,26997.0,2319,3439.6,1707,0.0,1,370.4,2074,245,367,2073,612,False
,meadow,1482527582,43.3,True,OSM-1482527582,26843.8,2318,3285.3,1667,0.0,1,425.1,2112,206,445,2111,651,False
,meadow,1482582689,113.3,True,OSM-1482582689,0.0,1,5.5,258,0.0,1,10.0,1124,1123,866,1123,257,False
,meadow,1482582700,583.0,True,OSM-1482582700,0.0,1,2.8,180,0.0,1,3.3,97,96,83,96,179,False
,meadow,1482582703,27.5,True,OSM-1482582703,90.3,179,245.6,529,683.2,2188,237.3,2004,1825,1475,184,350,False
,meadow,1482582704,65.7,True,OSM-1482582704,0.0,1,18.6,392,72.3,1680,9.2,886,885,494,794,391,False
,meadow,1482582709,28.3,True,OSM-1482582709,0.0,1,5.1,251,36.9,1608,8.5,693,692,442,915,250,False
,meadow,1482687321,160.5,True,OSM-1482687321,10562.4,1817,5220.1,2010,3.5,918,6.3,305,1512,1705,613,193,True
,meadow,1482687333,22.8,True,OSM-1482687333,12627.0,1988,7225.7,2210,46.4,1632,300.9,2041,53,169,409,222,True
,meadow,1482687337,22.6,True,OSM-1482687337,11390.6,1901,6582.3,2162,244.4,1888,10.0,1124,777,1038,764,261,True
