site_id,dem_tile,dem_tiles_used,slope_samples,mean_slope_deg,p90_slope_deg
OSM-1096319968,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,469,0.641,1.059
OSM-1096320865,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,505,0.649,1.091
OSM-1096320866,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1143,0.64,1.117
OSM-1096320867,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,500,0.921,1.822
OSM-1096320868,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,712,0.597,0.974
OSM-1096320869,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1356,0.724,1.117
OSM-1096320871,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,718,0.685,1.231
OSM-1096735846,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1142,0.714,1.137
OSM-1096735847,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1301,0.526,0.797
OSM-1096735848,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,373,0.661,0.904
OSM-1096735856,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,360,0.786,1.729
OSM-1096735857,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,940,0.58,0.837
OSM-1096735858,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,925,0.553,0.81
OSM-1096735859,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,591,0.518,0.765
OSM-1096735860,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,782,0.542,0.798
OSM-1096735861,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,478,0.499,0.771
OSM-1096735862,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,519,0.578,0.862
OSM-1096735865,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1857,0.548,0.806
OSM-1096735866,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,879,0.599,0.998
OSM-1096735867,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,409,0.633,1.128
OSM-1096735868,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1612,0.569,0.886
OSM-1096735869,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,414,0.55,0.88
OSM-1096735870,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,821,0.468,0.741
OSM-1096735871,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1016,0.474,0.768
OSM-1096735872,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,973,0.54,0.84
OSM-1096735873,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1300,0.534,0.834
OSM-1096735875,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,407,0.677,1.066
OSM-1096735879,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,348,0.61,0.926
OSM-1096735882,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,416,0.953,2.079
OSM-1096807978,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,690,0.768,1.285
OSM-1096807979,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,658,0.624,0.99
OSM-1096807980,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,542,0.613,0.903
OSM-1096807981,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1298,0.591,0.867
OSM-1096807982,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,635,0.545,0.759
OSM-1096807984,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,565,0.712,1.124
OSM-1096807986,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,582,0.578,0.839
OSM-1096807987,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,563,0.597,0.961
OSM-1096807988,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,574,0.527,0.801
OSM-1096807989,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,340,0.57,0.877
OSM-1096807994,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,365,0.881,2.288
OSM-1096807996,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,825,0.525,0.77
OSM-1096807997,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,810,0.627,0.89
OSM-1096807998,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1517,0.563,0.802
OSM-1096808000,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,938,0.628,0.889
OSM-1096808001,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1179,0.645,1.075
OSM-1096808002,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,875,0.559,0.893
OSM-1096808003,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1122,0.928,1.945
OSM-1096808004,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,834,0.881,1.896
OSM-1096808006,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1380,0.711,1.284
OSM-1096845077,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,490,1.106,1.543
OSM-1096845078,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,476,0.898,1.417
OSM-1096845079,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,773,0.891,1.551
OSM-1096845082,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,645,1.494,2.555
OSM-1096845087,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,348,1.093,1.846
OSM-1096846303,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,742,0.875,1.307
OSM-1096846304,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,408,1.033,1.83
OSM-1096846308,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,381,1.074,1.855
OSM-1096846309,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,592,1.115,1.762
OSM-1096846312,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,391,1.653,2.081
OSM-1096846316,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,786,1.242,2.058
OSM-1096846321,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,349,1.667,2.873
OSM-1096846323,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,417,1.279,2.209
OSM-1096932490,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,682,0.674,1.117
OSM-1096932491,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1059,0.607,0.953
OSM-1096932492,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,588,0.52,0.829
OSM-1096932503,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,584,0.563,0.927
OSM-1096932509,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,915,0.597,0.966
OSM-1096932510,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,533,0.584,0.947
OSM-1096932511,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,486,0.571,0.878
OSM-1096932512,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2346,0.723,1.489
OSM-1096932517,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1429,0.748,1.196
OSM-1096934553,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,537,0.731,1.405
OSM-1096934557,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,380,0.706,1.166
OSM-1096934558,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,752,0.6,0.949
OSM-1096934562,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,681,1.085,2.659
OSM-1096970654,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,4634,1.027,1.774
OSM-1096970656,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,508,1.626,3.175
OSM-1096970660,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2461,1.109,1.916
OSM-1096970662,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,359,1.253,2.356
OSM-1096970663,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1191,1.015,2.098
OSM-1096970664,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,629,0.876,1.586
OSM-1096970665,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,660,0.913,1.903
OSM-1096970666,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,600,0.661,1.121
OSM-1096970667,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,555,0.794,1.819
OSM-1096970668,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,926,0.693,1.099
OSM-1096970669,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,441,0.622,0.972
OSM-1096970670,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2528,0.618,0.962
OSM-1096970671,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,681,0.608,0.958
OSM-1097256241,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,575,1.148,2.076
OSM-1097256242,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,452,1.295,2.246
OSM-1097256244,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,568,1.475,2.695
OSM-1097256246,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,668,1.816,3.509
OSM-1097256250,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,400,1.216,2.239
OSM-1097256252,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,364,1.11,2.11
OSM-1097256253,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1813,0.918,1.702
OSM-1097256254,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,362,2.099,5.075
OSM-1097256255,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1272,1.241,2.24
OSM-1097256257,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2405,0.673,0.989
OSM-1097256258,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,416,1.02,2.77
OSM-1097256259,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1075,0.638,0.99
OSM-1097459651,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,371,1.098,3.045
OSM-1097459653,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,344,0.887,2.461
OSM-1097459655,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3548,0.68,1.024
OSM-1097459656,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,646,0.897,2.635
OSM-1097459657,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1002,0.88,1.771
OSM-1097459658,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1671,0.518,0.823
OSM-1097459659,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,691,0.476,0.726
OSM-1097459660,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1115,0.569,0.915
OSM-1097459661,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1072,0.728,1.415
OSM-1097459662,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1698,0.596,1.011
OSM-1097459663,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,659,0.599,0.895
OSM-1097460627,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,890,0.834,1.302
OSM-1097460639,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,361,0.525,0.795
OSM-1097460644,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,390,0.7,1.163
OSM-1097460645,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,436,1.301,1.744
OSM-1097460646,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,445,0.695,1.136
OSM-1097460647,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,411,0.475,0.775
OSM-1097487108,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,760,0.793,1.397
OSM-1097487110,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1203,0.687,1.159
OSM-1097498857,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,697,0.527,0.851
OSM-1097498859,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,654,0.574,0.894
OSM-1097498861,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,501,0.529,0.816
OSM-1097498863,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,707,0.495,0.805
OSM-1097498864,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,714,0.621,0.99
OSM-1097498875,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1361,0.618,1.052
OSM-1097498878,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1062,1.006,2.395
OSM-1097498884,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,354,0.59,1.031
OSM-1097498888,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,360,1.369,3.39
OSM-1097498889,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,443,0.756,1.581
OSM-1097498891,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,405,0.875,1.756
OSM-1097500434,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1316,0.707,1.634
OSM-1097500436,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,375,0.714,1.331
OSM-1097523726,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2235,0.683,1.172
OSM-1097523727,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1678,0.588,0.942
OSM-1097523728,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1300,0.699,1.118
OSM-1097523729,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,836,0.579,0.909
OSM-1097523730,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,784,0.955,1.717
OSM-1097523731,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,768,0.502,0.784
OSM-1097523732,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,934,0.586,0.846
OSM-1097523733,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,418,0.528,0.808
OSM-1097523734,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,342,0.551,0.931
OSM-1097523735,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,354,0.509,0.849
OSM-1097523740,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,544,0.49,0.859
OSM-1097523741,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,494,0.52,0.83
OSM-1097523750,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1065,0.544,0.844
OSM-1097523754,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,594,0.48,0.742
OSM-1097545199,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1459,0.735,1.157
OSM-1097545201,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,560,0.845,1.667
OSM-1097545203,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,443,0.725,1.011
OSM-1097545204,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,624,0.784,1.249
OSM-1097545205,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1847,0.654,1.012
OSM-1097545206,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,426,0.965,1.478
OSM-1098006711,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,407,0.587,1.039
OSM-1098006712,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1801,0.611,1.001
OSM-1098006713,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,685,0.484,0.746
OSM-1098006714,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,823,0.514,0.888
OSM-1098006715,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,365,0.619,1.162
OSM-1098006716,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1395,0.561,0.961
OSM-1098006717,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,376,0.559,0.994
OSM-1098006718,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,611,0.544,0.885
OSM-1098006719,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,467,0.832,1.749
OSM-1098006720,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,854,0.917,1.589
OSM-1098006722,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,350,0.718,1.255
OSM-1098006725,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,969,0.785,1.69
OSM-1098006726,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,557,0.609,1.149
OSM-1098006728,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,732,0.556,0.928
OSM-1098006730,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,477,1.138,1.025
OSM-1098006731,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2445,0.865,1.547
OSM-1098006732,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,438,0.663,1.159
OSM-1098066463,Copernicus_DSM_COG_10_S44_00_E171_00_DEM;Copernicus_DSM_COG_10_S44_00_E172_00_DEM,2,1103,0.873,1.619
OSM-1098066478,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,351,1.0,1.974
OSM-1098066479,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,422,0.701,1.183
OSM-1098066480,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,398,0.764,1.289
OSM-1098066481,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,387,0.802,1.76
OSM-1098066484,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,677,0.782,1.395
OSM-1098066485,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,905,0.828,1.476
OSM-1098068096,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1138,1.58,3.158
OSM-1098068097,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,491,0.771,1.242
OSM-1098328060,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1100,0.875,1.664
OSM-1098328061,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1216,0.851,1.679
OSM-1098328064,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,787,1.067,2.39
OSM-1098328065,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,964,0.963,1.882
OSM-1098328066,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,346,0.8,1.414
OSM-1098328067,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1265,0.929,1.694
OSM-1098328069,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,857,0.931,1.834
OSM-1098328071,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,374,0.656,1.204
OSM-1098328072,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,385,0.942,1.832
OSM-1098328073,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,351,1.011,1.927
OSM-1098328075,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,712,0.758,1.307
OSM-1098328077,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,886,1.276,2.572
OSM-1098328079,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,463,1.293,2.907
OSM-1098328081,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,487,1.061,1.901
OSM-1098328082,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,422,2.17,6.124
OSM-1098328092,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,478,3.168,9.671
OSM-1098328873,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3011,0.578,0.911
OSM-1098328874,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3244,0.862,1.621
OSM-1098328875,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,8935,0.984,1.929
OSM-1098328877,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1337,1.368,2.643
OSM-1098328878,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,601,1.543,4.727
OSM-1098328879,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1406,0.861,1.671
OSM-1098328880,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,745,0.836,1.47
OSM-1098360996,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1797,0.686,1.053
OSM-1098360997,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2193,0.62,0.95
OSM-1098360998,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,364,0.547,0.8
OSM-1098360999,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,606,0.563,0.831
OSM-1098361000,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2385,0.661,1.043
OSM-1098361002,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1848,0.622,1.03
OSM-1098361004,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,402,0.618,0.983
OSM-1098361006,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,890,0.569,0.924
OSM-1098361007,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,924,0.592,0.919
OSM-1098361008,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,834,0.646,1.028
OSM-1098361010,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,621,0.673,1.097
OSM-1098361012,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,404,0.499,0.78
OSM-1098361018,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1671,0.895,1.191
OSM-1098361019,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,511,0.619,1.054
OSM-1098361024,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1000,0.474,0.74
OSM-1098361026,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3235,0.534,0.814
OSM-1098361027,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1802,0.619,0.962
OSM-1098361028,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,4162,0.592,0.923
OSM-1098361029,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,408,0.679,1.523
OSM-1098361030,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,388,0.626,1.127
OSM-1098361033,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,738,0.517,0.756
OSM-1098361034,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1883,0.485,0.735
OSM-1098361036,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,519,0.547,0.758
OSM-1098361038,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,424,0.64,1.294
OSM-1098361039,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1141,0.73,1.107
OSM-1098361040,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,814,0.529,0.832
OSM-1098361041,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,451,0.543,0.917
OSM-1098361046,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,371,0.495,0.811
OSM-1098361050,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,870,0.821,1.364
OSM-1098361051,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2636,0.771,1.736
OSM-1098361052,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,738,0.575,0.918
OSM-1098385789,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,3962,0.551,0.834
OSM-1098385790,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2285,0.821,1.806
OSM-1098385796,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,557,0.476,0.751
OSM-1098385798,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,376,0.73,1.421
OSM-1098385799,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,562,0.51,0.787
OSM-1098385810,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,415,0.533,0.821
OSM-1098385812,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,398,0.578,0.938
OSM-1098385813,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1646,0.582,0.891
OSM-1098385814,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1233,0.626,0.986
OSM-1098385815,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,934,1.13,2.771
OSM-1098385817,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,442,0.748,1.484
OSM-1098385828,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2763,0.575,0.894
OSM-1098385833,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,409,3.309,13.472
OSM-1098385836,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1093,0.519,0.812
OSM-1098385837,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1694,0.457,0.699
OSM-1098385838,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2699,0.558,0.858
OSM-1098385930,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,874,0.691,1.404
OSM-1098387700,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1258,0.619,1.005
OSM-1098387702,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,657,2.183,3.873
OSM-1098387703,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,428,2.042,2.247
OSM-1098387704,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1252,0.966,1.863
OSM-1098387705,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1412,0.726,1.002
OSM-1098387709,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,718,0.587,0.888
OSM-1098387711,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,834,1.785,1.986
OSM-1098387712,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,712,1.439,1.55
OSM-1098387713,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,397,1.644,3.395
OSM-1098387716,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,582,3.35,6.274
OSM-1098387719,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,516,0.885,1.861
OSM-1098387720,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1891,0.738,1.014
OSM-1098387721,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,871,0.744,1.336
OSM-1098387722,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1081,0.769,1.423
OSM-1098388701,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,803,0.857,1.574
OSM-1098388702,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,520,0.862,1.541
OSM-1098388703,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,391,1.103,2.031
OSM-1098388710,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,635,0.806,1.336
OSM-1098388712,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,978,0.83,1.244
OSM-1098502964,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,514,0.545,0.935
OSM-1098502965,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,571,0.658,1.048
OSM-1098502968,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1548,0.631,0.99
OSM-1098502976,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1429,0.599,0.937
OSM-1098502977,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,755,0.556,0.827
OSM-1098502979,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,354,1.404,3.625
OSM-1098502980,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,435,0.485,0.712
OSM-1098502983,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,841,0.68,0.888
