site_id,dem_tile,dem_tiles_used,slope_samples,mean_slope_deg,p90_slope_deg
OSM-1101800115,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1610,0.602,1.028
OSM-1101800116,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,6142,0.699,1.148
OSM-1101800117,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,664,0.756,1.065
OSM-1101800120,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,683,0.646,1.113
OSM-1101800124,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,952,0.757,1.22
OSM-1101800125,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2383,0.859,1.217
OSM-1101800126,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,363,0.933,2.003
OSM-1101800134,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,4545,0.8,1.298
OSM-1101838639,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1492,0.654,1.239
OSM-1101838646,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,528,0.596,1.073
OSM-1101838648,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,916,0.536,0.917
OSM-1101838652,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1059,0.593,1.003
OSM-1101838653,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,881,0.558,0.992
OSM-1101838655,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,620,0.512,0.885
OSM-1101838673,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,6626,0.605,0.962
OSM-1101838674,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2071,0.949,2.122
OSM-1101838675,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1426,0.823,1.633
OSM-1101838676,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1459,0.825,1.683
OSM-1101910011,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2131,0.872,1.789
OSM-1101910012,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1021,0.678,1.133
OSM-1101910018,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,671,0.803,1.495
OSM-1101910020,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,409,1.459,3.032
OSM-1101910026,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,369,5.077,16.141
OSM-1101910035,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1090,0.497,0.914
OSM-1101910037,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,591,0.469,0.785
OSM-1101910038,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,549,0.481,0.859
OSM-1101910039,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,616,0.474,0.753
OSM-1101910047,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1183,0.608,0.994
OSM-1101910051,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,552,0.572,1.073
OSM-1101910052,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,384,0.612,1.313
OSM-1101910067,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,748,0.844,1.531
OSM-1101910597,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,433,0.89,2.02
OSM-1101910599,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,355,1.024,2.712
OSM-1101910601,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,382,1.043,2.315
OSM-1101943920,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,863,0.817,1.491
OSM-1101945243,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,531,0.686,1.277
OSM-1101972435,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,423,0.912,1.904
OSM-1102156251,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,531,0.848,1.788
OSM-1102156277,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,489,0.638,1.234
OSM-1102185234,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,381,0.973,2.245
OSM-1102185241,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,335,0.638,1.037
OSM-1102185242,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,361,0.694,1.338
OSM-1102185243,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,662,0.872,1.166
OSM-1102188466,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,897,0.574,0.854
OSM-1102188470,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,357,0.504,0.756
OSM-1102188480,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,537,0.682,1.067
OSM-1102188495,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,500,0.855,1.555
OSM-1102304994,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,431,1.073,2.76
OSM-1102305010,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,640,1.322,4.237
OSM-1102305020,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,5332,0.538,0.856
OSM-1102305021,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,449,0.624,0.924
OSM-1102305022,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1194,1.673,5.597
OSM-1102305024,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,501,0.601,1.104
OSM-1102305025,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,399,0.965,1.888
OSM-1102322205,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,381,0.818,1.55
OSM-1102322207,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,396,1.009,1.68
OSM-1102322234,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,404,0.586,0.988
OSM-1102322255,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,907,1.047,1.881
OSM-1102322261,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,456,1.686,3.53
OSM-1102345341,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,371,0.747,1.34
OSM-1102345351,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,405,0.601,1.137
OSM-1102345353,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,390,0.492,0.814
OSM-1102345354,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,375,0.439,0.736
OSM-1102345358,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,465,0.884,2.298
OSM-1102345360,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,347,0.853,1.861
OSM-1102345361,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,664,0.606,0.971
OSM-1102386659,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,496,0.571,0.909
OSM-1102386661,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,385,0.826,1.23
OSM-1102386681,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,589,0.616,1.087
OSM-1102386697,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,490,0.588,0.98
OSM-1102386699,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,494,1.302,3.466
OSM-1102386703,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,914,0.827,2.028
OSM-1102566801,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,458,2.262,5.238
OSM-1102566816,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,861,0.857,1.711
OSM-1102566817,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,806,0.852,1.607
OSM-1102566822,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,437,0.665,1.033
OSM-1102566823,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,610,0.799,1.337
OSM-1102566824,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,374,0.744,1.245
OSM-1102566826,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,677,0.934,1.481
OSM-1102566827,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,551,1.123,2.216
OSM-1102566828,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,472,0.548,0.95
OSM-1102566832,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,428,0.681,1.068
OSM-1102566843,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,437,0.566,0.91
OSM-1102571527,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,426,0.843,2.045
OSM-1102573697,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,389,0.417,0.708
OSM-1102573701,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,370,0.59,1.155
OSM-1102573702,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,515,0.596,0.94
OSM-1102619576,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1955,0.523,0.876
OSM-1102619577,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1588,0.643,0.989
OSM-1102619578,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1429,0.858,1.981
OSM-1102619579,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,976,0.512,0.865
OSM-1102619582,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1022,0.977,1.492
OSM-1102620333,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,831,0.71,1.158
OSM-1102620334,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,756,0.741,1.181
OSM-1102620336,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2130,1.12,3.06
OSM-1102622895,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1077,0.613,0.944
OSM-1102622896,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,565,0.594,0.994
OSM-1102622897,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,400,0.825,1.1
OSM-1102622898,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1085,0.74,1.104
OSM-1102622899,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,894,0.572,0.985
OSM-1102622900,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,702,0.528,0.878
OSM-1102622901,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1200,0.546,0.859
OSM-1102622902,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1685,0.961,1.57
OSM-1102622904,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,671,1.195,2.7
OSM-1102622905,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1236,0.52,0.881
OSM-1102622908,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,622,2.306,6.688
OSM-1102622909,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3536,0.562,0.953
OSM-1102623145,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,697,1.071,1.604
OSM-1102641419,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,600,0.749,1.298
OSM-1102641421,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1183,0.566,0.935
OSM-1102641422,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1203,0.557,0.966
OSM-1102641424,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,406,0.876,1.346
OSM-1102641425,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1160,0.725,1.106
OSM-1102678531,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1282,0.483,0.819
OSM-1102678532,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1144,0.514,0.909
OSM-1102678533,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,960,0.62,1.133
OSM-1102678535,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,462,0.708,1.337
OSM-1102678538,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2492,0.708,1.17
OSM-1102678539,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,660,0.797,1.738
OSM-1102678540,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1098,0.812,1.443
OSM-1102678543,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,437,0.96,1.16
OSM-1102678544,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1634,0.751,1.221
OSM-1102678553,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2250,0.599,0.993
OSM-1102678555,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,378,0.596,1.027
OSM-1102678558,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,587,0.616,0.944
OSM-1102678559,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,501,0.73,1.329
OSM-1102678560,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,632,0.841,1.581
OSM-1102678562,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,806,0.786,1.314
OSM-1102678564,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,815,0.793,1.632
OSM-1102678565,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1947,0.74,1.221
OSM-1102714717,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,937,0.935,1.413
OSM-1102714718,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1774,0.802,1.228
OSM-1102714721,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,479,0.905,2.129
OSM-1102716152,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1889,0.576,0.986
OSM-1102716154,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,482,0.618,1.095
OSM-1102716155,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,746,0.541,0.908
OSM-1102716156,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,777,0.693,1.12
OSM-1103005026,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,911,0.647,1.108
OSM-1103005027,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,484,0.61,1.183
OSM-1103005028,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,435,1.019,1.961
OSM-1103005040,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,343,0.806,1.6
OSM-1103005047,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,493,1.2,2.342
OSM-1103149063,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,691,0.734,1.511
OSM-1103149067,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1324,0.624,0.955
OSM-1103149072,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1876,0.486,0.803
OSM-1103149074,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1618,0.572,0.997
OSM-1103149078,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,544,0.61,1.144
OSM-1103149080,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,588,0.876,2.035
OSM-1103149086,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,386,0.606,0.927
OSM-1103253398,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,887,0.651,1.089
OSM-1103253399,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,5746,0.779,1.354
OSM-1103253400,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,685,0.793,1.589
OSM-1103253403,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,355,0.809,1.479
OSM-1103253404,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,5357,0.798,1.562
OSM-1103253405,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,757,0.757,1.259
OSM-1103253406,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1443,0.821,1.359
OSM-1103253408,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,408,0.994,2.413
OSM-1103254108,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2698,0.544,0.875
OSM-1103254109,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1474,0.655,1.11
OSM-1103254110,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,663,0.937,1.774
OSM-1103254578,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,364,1.143,1.966
OSM-1103254579,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,419,1.089,2.85
OSM-1103276385,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2203,0.578,1.045
OSM-1103276386,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,443,0.743,1.51
OSM-1103276387,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,689,0.597,1.236
OSM-1103276388,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1164,1.022,2.015
OSM-1103276389,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3620,0.726,1.376
OSM-1103276391,Copernicus_DSM_COG_10_S44_00_E171_00_DEM;Copernicus_DSM_COG_10_S44_00_E172_00_DEM,2,2097,1.063,1.988
OSM-1103276393,Copernicus_DSM_COG_10_S44_00_E171_00_DEM;Copernicus_DSM_COG_10_S44_00_E172_00_DEM,2,1458,0.789,1.219
OSM-1103301019,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1308,2.098,5.835
OSM-1103301021,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,498,1.081,2.168
OSM-1103301024,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1976,0.86,1.506
OSM-1103301026,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,668,0.615,1.077
OSM-1103301027,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,860,0.627,1.038
OSM-1103301028,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,372,0.509,0.813
OSM-1103301033,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,681,0.544,0.941
OSM-1103301034,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,638,0.506,0.902
OSM-1103648318,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,746,0.843,1.49
OSM-1103648319,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,751,1.974,5.209
OSM-1103672467,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,448,0.668,1.077
OSM-1103672470,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1453,0.914,1.76
OSM-1103674352,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2102,0.968,2.104
OSM-1103674353,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,740,0.554,0.818
OSM-1103674354,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3325,0.955,1.699
OSM-1103674355,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,4776,1.125,2.409
OSM-1103674357,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3024,0.829,1.417
OSM-1103674359,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3055,0.717,1.214
OSM-1103674360,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1155,0.585,0.865
OSM-1103674361,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1702,0.608,0.895
OSM-1103675135,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,3154,0.878,1.73
OSM-1103675138,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1855,0.72,1.223
OSM-1103805519,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1453,1.667,4.332
OSM-1103805522,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,372,1.091,2.713
OSM-1103805524,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,383,0.646,1.158
OSM-1103805526,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,875,1.428,2.636
OSM-1103806173,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,591,0.881,1.705
OSM-1103806174,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,948,0.858,1.734
OSM-1103806175,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,355,0.685,1.136
OSM-1103809208,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,542,0.996,1.865
OSM-1103809214,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,346,0.853,1.887
OSM-1103843667,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2907,0.594,0.962
OSM-1103843668,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,6457,0.589,0.966
OSM-1103843670,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,858,0.597,1.054
OSM-1103844755,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,2994,0.579,0.935
OSM-1103844759,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,9607,0.737,1.338
OSM-1103846377,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,632,0.86,1.672
OSM-1103846378,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,620,0.788,1.596
OSM-1103846379,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,900,0.633,1.023
OSM-1103846380,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,1122,1.049,1.884
OSM-1103846381,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,919,1.254,2.656
OSM-1103846383,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,821,0.845,1.677
OSM-1103846384,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,615,0.801,1.425
OSM-1103846385,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,923,1.028,2.395
OSM-1103846386,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,647,0.795,1.212
OSM-1103846387,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,855,1.247,2.158
OSM-1103846388,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,442,2.629,7.618
OSM-1103846389,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,640,1.466,3.289
OSM-1103846390,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,695,1.28,2.699
OSM-1103847033,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,376,2.028,3.131
OSM-1103847034,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,549,1.63,2.178
OSM-1103859627,Copernicus_DSM_COG_10_S44_00_E171_00_DEM,1,452,0.727,1.175
OSM-1103941553,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,747,0.716,1.34
OSM-1104048748,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,380,1.064,2.686
OSM-1104048749,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,386,1.447,4.253
OSM-1104048750,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,799,0.841,1.823
OSM-1104048753,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,776,0.824,1.415
OSM-1104048755,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,638,0.67,1.197
OSM-1104048757,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,626,1.066,2.431
OSM-1104048758,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,486,0.79,1.127
OSM-1104048759,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,482,1.266,3.595
OSM-1104048760,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,582,0.867,1.251
OSM-1104402941,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,407,0.887,1.696
OSM-1104402942,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,621,0.806,1.695
OSM-1104402943,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,491,0.5,0.846
OSM-1104402958,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1346,0.54,0.886
OSM-1104402961,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2664,0.557,0.907
OSM-1104402962,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,421,0.998,1.79
OSM-1104409602,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,409,0.557,0.687
OSM-1104409604,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,484,1.098,3.354
OSM-1104409607,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,401,1.164,2.361
OSM-1104409610,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,348,3.156,8.445
OSM-1104409611,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,458,0.573,1.227
OSM-1104409632,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,580,0.567,0.904
OSM-1104409634,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,525,2.45,7.992
OSM-1104409638,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,651,0.831,2.158
OSM-1104409647,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,411,0.874,1.657
OSM-1104640957,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,348,0.528,1.129
OSM-1104640961,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,439,0.938,1.997
OSM-1104640964,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,702,0.781,1.522
OSM-1104640965,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,507,0.624,0.922
OSM-1104640980,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,484,0.479,0.789
OSM-1104640981,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,346,0.989,2.454
OSM-1104689104,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,413,1.478,3.692
OSM-1104689107,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,764,0.911,2.061
OSM-1104689108,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,544,0.649,1.0
OSM-1104689109,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,613,0.866,1.497
OSM-1104944645,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1201,0.906,1.794
OSM-1104946832,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1221,0.681,1.109
OSM-1104947984,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1276,0.613,0.908
OSM-1104947988,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,722,0.618,1.057
OSM-1104950627,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,436,0.485,0.795
OSM-1104950629,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,488,1.22,2.47
OSM-1104950630,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,353,0.469,0.785
OSM-1104950631,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,418,0.818,0.989
OSM-1104950636,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,355,1.169,2.494
OSM-1105030808,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2214,0.69,1.003
OSM-1105032288,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,6405,0.663,1.123
OSM-1105032293,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,831,0.633,1.088
OSM-1105032294,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,542,0.811,1.415
OSM-1105075505,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,2294,0.793,1.237
OSM-1105184395,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,752,1.028,2.172
OSM-1105186139,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1111,0.846,1.509
OSM-1105186953,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,731,0.762,1.407
OSM-1105248305,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1727,0.839,1.537
OSM-1105322624,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,669,0.892,1.823
OSM-1105377150,Copernicus_DSM_COG_10_S44_00_E172_00_DEM,1,1490,0.933,1.772
